id,city,location,price,area_sqft,bedrooms,bathrooms,parking,furnishing,property_type,listing_type,image_url
84af03bd-c55c-41e3-a5fc-95aca20939fc,Bangalore,Hosa Road,9458000,1726,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
fa3bae8a-c847-4d8e-9e78-cc536058be0a,Bangalore,Sahakar Nagar,23700000,2470,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
a6884f84-ea28-48e6-b56d-26d81fb5f223,Bangalore,Kadugodi,7363000,1570,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
21653435-7db1-4b3b-b517-42b2466f4aef,Bangalore,Jakkur,5489000,1120,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
5b2bb822-ae1a-46d2-ac72-585d55bfdbd5,Bangalore,Jigani,4216000,1506,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
79c71349-1a4f-467f-a04f-94f2d4519f6a,Bangalore,Krishnarajapura,4368000,1040,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
7dc58ccd-9b1f-4192-9f1d-e36496d41eb6,Bangalore,Brookefield,7600000,1150,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
7772bcdd-ef5b-43f9-8da3-b73e0817cbd2,Bangalore,Horamavu,4545000,1045,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
2cb0349d-3609-4ae9-9302-9ad7a444b587,Bangalore,Banashankari,23100000,2480,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
e94bbc93-995c-490e-b354-990ad9cf2074,Bangalore,RR Nagar,8000000,1160,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
a35ed4d0-8f05-4166-b559-3f098a177538,Bangalore,RR Nagar,4514000,1143,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
252b0edf-646d-44fc-a7d2-7e21916d6469,Bangalore,RR Nagar,5460000,1300,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
5524ca93-1095-4c12-9f4c-27e57a30a198,Bangalore,Nelamangala,4414000,966,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
6a8cc96a-dc81-4804-9ebf-9513a3046725,Bangalore,Begur,8868000,1245,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
45f933b9-0e53-448d-b821-0efc181bc6a7,Bangalore,Ramamurthy Nagar,6133000,1275,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
fc152b7f-d520-404e-a06e-f9456c29ce0f,Bangalore,Attibele,3038000,1085,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
5ce17220-adf5-45f6-8fab-87e2ed06f775,Bangalore,Nelamangala,7100000,1286,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
d9695744-3df9-40b3-963c-8cbc4e65d507,Bangalore,Banaswadi,7506999,1155,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
a6e30211-58ed-4b1e-a459-69044d6a45a9,Bangalore,Whitefield Hope Farm Junction,6520000,1304,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
2965f131-18cc-48ee-aa2b-48c6fbbc36ba,Bangalore,Kodigehalli,6389000,1120,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
475aebf0-f462-4981-b3ab-b7c7630d2dd0,Bangalore,ITPL,11700000,2017,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
5f7c9ba5-38da-4992-a125-061a3971f2f0,Bangalore,Uttarahalli Hobli,5600000,1340,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
6c82a21d-f469-4309-9455-8e3dad297d0d,Bangalore,Electronic City Phase 1,4562000,1304,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
d541fe3e-89ad-40f3-a1f7-d80f90e83bce,Bangalore,Ramamurthy Nagar,2951000,649,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
bd2b148d-94c9-44f2-b9c9-96d631958943,Bangalore,Krishnarajapura,4264000,1108,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
56b17e2a-dcb7-4b29-9477-adbdbeea9e52,Bangalore,Krishnarajapura,6698000,1675,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
a5a618b9-a5b3-4935-a506-7d0465100c47,Bangalore,Chikkagubbi on Hennur Main Road,8100000,718,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
fca1d7ae-e172-41a5-8671-af247905bcd0,Bangalore,Kasavanahalli,4500000,1075,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
35bb7fc1-9368-4f18-aeb8-68d52fe638d0,Bangalore,Varthur,4928000,1120,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
c69cce32-f6ea-45a9-947a-4667b1bbc41d,Bangalore,Vidyaranyapura,6100000,1350,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
9ff759a9-429d-45ed-b6dd-39e54c8a5c0c,Bangalore,Electronic City Phase 2,6151000,1404,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
d1142cad-ec91-4d1c-aa0e-bc6c45677be7,Bangalore,Begur,5426000,1080,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
e14c2411-77d1-4670-8e33-ed220a20190f,Bangalore,J. P. Nagar,13000000,1800,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
349ade3b-4099-4f17-b80d-c76cab907ba2,Bangalore,K. Chudahalli,4850000,1060,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
e60ffb14-6205-48c0-b6c1-89da77416657,Bangalore,Narayanaghatta,4604000,1540,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
b6fc9f7b-ebb6-4ddc-b8e0-f8a67469aa60,Bangalore,Anekal City,3607000,1110,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
17d1038e-cf4b-4547-a1a9-60edd2cc49c8,Bangalore,Sahakar Nagar,16500000,1645,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
0b3e1c03-cde2-4c68-9115-b659f2e6e7fb,Bangalore,Sarjapur,4840000,1345,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
abe132b1-574e-4036-8ac5-637dba525879,Bangalore,Koramangala,25800000,1866,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
6bd19231-bb00-457c-900d-770e5ffb9106,Bangalore,Hebbal,51000000,3500,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
9de2949d-52e2-4280-b52f-d35981f48555,Bangalore,Electronic City Phase 1,4809000,1145,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
6a89efa6-7ae4-4a9f-ba38-cbc0da914bbf,Bangalore,Budigere Cross,5070000,935,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
4956bc7c-f19c-4411-a9b7-99f884c3600e,Bangalore,Bommanahalli,10500000,1455,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
ac598864-4c53-4608-a456-be188acc5dc0,Bangalore,Uttarahalli Hobli,6850000,1305,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
a2f7d8c9-2889-44e4-b041-251a30ab3265,Bangalore,Varthur,4580000,1145,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
c6a8b9f8-5e5d-4d02-af6a-7b273b4377ed,Bangalore,Whitefield Hope Farm Junction,5559000,1635,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
4710e476-e742-4818-b555-67735f6145f4,Bangalore,RR Nagar,4723000,1145,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
b3b5b77e-1903-4a2c-b218-de1aa56d886f,Bangalore,Krishnarajapura,4465000,1175,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
84ea80c2-8edd-4c9f-9a73-2ff4034fb553,Bangalore,Varthur,8954000,1216,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
d423ed8a-dc7c-45a3-bb47-923d4a4fcc6e,Bangalore,Electronics City,4000000,1005,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
a9099567-53c3-4b95-abb0-799b7d338f08,Bangalore,Chikkalasandra,5400000,1200,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
cef59293-0764-47af-b76a-3db8527e0c58,Bangalore,Kogilu,8784000,1279,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
8fe9c9d5-3191-46a4-a775-4a4f934beff2,Bangalore,Nayandahalli,7900000,1180,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
407adf36-f619-4ed0-bb4c-e6545fe3aee3,Bangalore,Electronic City Phase 2,4781000,1310,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
d57ba0eb-10a5-4631-bfff-85c48e780c0c,Bangalore,Bilekahalli,15000000,1776,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
7e211e51-dc5e-43e2-976e-68a59cf4f0a7,Bangalore,Horamavu,4700000,1125,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
bca6d628-39cc-4198-8ac8-7290ee9c948d,Bangalore,Muneshwara Nagar,7767000,1195,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
2609236a-91e6-447b-b08b-aa0722163a53,Bangalore,Thanisandra,6487000,1272,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
5bf67118-7741-4e37-a260-0eadcdb9b887,Bangalore,Junnasandra,14000000,2170,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
6c96a9ea-9266-4e49-aa0a-612e3ea8836d,Bangalore,RR Nagar,8758000,1510,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
2805e4bd-07c8-466a-a7e5-fc9cb8a3cc7f,Bangalore,Narayanapura on Hennur Main Road,13100000,1846,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
a030ec87-0e2e-4095-9581-a51d56351e23,Bangalore,Kothanur,5500000,1170,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
445b9578-f15f-4ced-a6f7-8441722fd112,Bangalore,Kadugodi Industrial Area,4900000,1215,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
c3ab8d12-8612-46e5-ac8f-dad43d1f0f6e,Bangalore,Horamavu,4545000,1045,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
a3b2c668-c6de-4422-9593-d0dd58d3c095,Bangalore,Kannur on Thanisandra Main Road,8779000,1245,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
81c4664e-a7ce-4c3e-8b2b-e6f91cb339c2,Bangalore,ITPL,22000000,1833,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
9c3cd05a-4fc5-4ca1-9321-f0969e6b9052,Bangalore,Sarjapur Road Wipro To Railway Crossing,5329000,969,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
126c0ebd-a564-4c86-adb4-57c8ac00ffe1,Bangalore,RMV Extension Stage 2,7500000,1100,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
6195c459-d582-4b75-bc28-b49d24f71dea,Bangalore,Kudlu,3779999,900,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
84791b11-30ed-4864-b27b-c13ee0cfc48f,Bangalore,Varthur,8954000,1216,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
0cc4c66f-686f-42c5-a2fb-8686818238f3,Bangalore,Talaghattapura,9000000,1306,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
b6b0fb85-cfc1-4312-9411-838b1ecd70b0,Bangalore,Koramangala,25800000,1866,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
7ac8535b-2c81-40e9-b5e7-a609b9f2756f,Bangalore,Varthur,8954000,1216,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
b5641ef9-365e-44a2-960b-bfdec739f49e,Bangalore,Narayanapura on Hennur Main Road,13100000,1846,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
423f74ee-fa50-4ac8-82b2-08f86118836c,Bangalore,Electronic City Phase 2,8218000,1505,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
ccfbc591-7e3d-45ea-9fdb-efc3412f0d92,Bangalore,Jakkur,8656000,1502,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
9e4f9c11-3139-47d6-be42-7a95e068e14a,Bangalore,Doddanekundi,7520000,1675,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
733ae6b3-d1ef-491c-8ade-1e723b6ca947,Bangalore,Kumbalgodu,6148000,1083,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
15097c4d-c5b3-4e71-b0c4-eb8fd66c8ad0,Bangalore,Begur,11000000,1805,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
4b6de13d-2cdd-4841-8858-32c34918659e,Bangalore,Begur,11399999,1880,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
d13e166b-2314-4af9-8c72-647b9b547ac2,Bangalore,Begur,13000000,2180,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
50820a5d-4a38-4932-80f9-9f4a7792ac2d,Bangalore,Begur,11299999,1850,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
8f3277f1-0c47-42f7-be54-3eb8369889bf,Bangalore,Kannur on Thanisandra Main Road,4900000,1188,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
8eb6a979-4fd8-4767-999b-8ed3ca68443d,Bangalore,Kannur on Thanisandra Main Road,5002000,1215,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
f8820890-cb98-41f0-ba49-d8a95641bb35,Bangalore,Kannur on Thanisandra Main Road,5036000,1224,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
1cd7b305-51c6-4367-a187-a4cd7a1fbb67,Bangalore,Doddanekundi,6736000,1350,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
6a907f52-f4ab-4af9-bbe0-9c588d30a53c,Bangalore,Doddanekundi,8233000,1650,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
05280ac4-2d66-4856-a0c3-fc159a4aeb0f,Bangalore,Doddanekundi,6761000,1355,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
b49b1ff2-afc3-4ee6-b50c-640404ab8910,Bangalore,Doddanekundi,6611000,1325,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
cce5c4d9-88a7-4d2d-beb9-0545c4597d05,Bangalore,Doddanekundi,6287000,1260,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
0460fb4d-5cef-492d-ae1e-7a4723d464c8,Bangalore,Doddanekundi,6437000,1290,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
3b6abeb7-fc5a-4bce-8771-dcae2cae8b60,Bangalore,Doddanekundi,6112000,1225,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
0eb3d38e-3d71-4fe0-b1a1-7451c730e9cc,Bangalore,Doddanekundi,6487000,1300,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
139bf000-574c-4bf8-9920-a73ee0121d5a,Bangalore,Dasarahalli on Tumkur Road,9412000,1247,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
7d7b04ec-66d2-448c-a90e-75719f4fe09e,Bangalore,Dasarahalli on Tumkur Road,10500000,1486,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
fe87af1d-b082-4bf4-9c53-8b1dfa08dc24,Bangalore,Dasarahalli on Tumkur Road,10200000,1433,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
01f22ba8-e597-459f-bd77-06439060d15d,Bangalore,Kengeri,4722000,1152,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
2e521ab7-933e-4892-a041-513e56d90dfc,Bangalore,Kengeri,4586000,1119,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
9f7fcea4-5899-4e53-9eda-1593cd8cbfab,Bangalore,Kengeri,4582000,1118,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
6d7dff6e-4267-4be6-baf1-1507e2253561,Bangalore,Kengeri,6787000,1656,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
db968f56-fb81-43cb-92fd-3850885e9979,Bangalore,Horamavu,9319000,1629,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
fe8fe62f-1f5e-47ea-94c0-e84ffc10e1a5,Bangalore,Horamavu,6892000,1237,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
b2af05fd-0d7d-4fa7-b136-b45756d1e38c,Bangalore,Bommanahalli,9277000,1275,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
6e66dc8a-a725-490d-bf36-9ee1988bf287,Bangalore,Bommanahalli,11600000,1615,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
f923f881-2cc6-495b-9c26-adb0cdf9b278,Bangalore,Bommanahalli,10900000,1515,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
a7cfadf2-f9d0-476c-8854-7d15fac8ca26,Bangalore,Bommanahalli,10500000,1455,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
b46d5404-7733-4c0c-9c0a-30e565aa4e8e,Bangalore,Bommanahalli,9859000,1360,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
97f79774-94e3-42cc-851c-dc2bae16c0a8,Bangalore,Ramamurthy Nagar,6973999,1409,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
affbd283-4f8a-4958-89e3-3b2b83a0e578,Bangalore,Ramamurthy Nagar,5705000,1139,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
7e1f78a5-9666-4631-844e-f07697502dbf,Bangalore,Ramamurthy Nagar,5772000,1154,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
e142805b-cfe3-4688-8093-c54f8e3da3b2,Bangalore,Ramamurthy Nagar,6720999,1353,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
19007d4c-61d8-418a-8525-de0c7353b8cc,Bangalore,Ramamurthy Nagar,6761000,1362,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
ca581c1a-107b-4227-ac2f-ba36080f798d,Bangalore,Ramamurthy Nagar,5677000,1133,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
803b0af7-8bf8-4b0f-b092-739e1973b525,Bangalore,Ramamurthy Nagar,5384000,1068,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
b6afb056-9f9e-4e5f-bfd0-e2f71b57877b,Bangalore,Whitefield Hope Farm Junction,9141000,1540,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
8be7ff4e-0455-4ec6-8482-76ff0b83907c,Bangalore,Whitefield Hope Farm Junction,9522000,1610,,,,,Apartment,sale,https://placehold.co/600x400?text=Property
